Codigo IATA,Descripcion del codigo,Estado ,Aniomes,Tipo Combustible,Litros de combustible suministrado,Servicios realizados
CTM,Chetumal,Quintana Roo,202306,Gasavion,3992,34
CUL,Culiacan,Sinaloa,202306,Gasavion,146522,481
CUN,Cancun,Quintana Roo,202306,Gasavion,12563,99
CUU,Chihuahua,Chihuahua,202306,Gasavion,118515,271
CVJ,Cuernavaca,Morelos,202306,Gasavion,46020,644
CVM,Ciudad Victoria,Tamaulipas,202306,Gasavion,19116,41
CZM,Cozumel,Quintana Roo,202306,Gasavion,16930,117
DGO,Durango,Durango,202306,Gasavion,41453,255
GDL,Guadalajara,Jalisco,202306,Gasavion,88369,789
GYM,Guaymas,Sonora,202306,Gasavion,9628,47
HMO,Hermosillo,Sonora,202306,Gasavion,63795,300
HUX,Huatulco,Oaxaca,202306,Gasavion,836,3
IZT,Ixtepec,Oaxaca,202306,Gasavion,0,0
LAP,La Paz,Baja California Sur,202306,Gasavion,32414,159
LMM,Los Mochis,Sinaloa,202306,Gasavion,65043,155
LTO,Loreto,Baja California Sur,202306,Gasavion,6730,34
LZC,Lazaro Cardenas,Michoacan,202306,Gasavion,633,6
MAM,Matamoros,Tamaulipas,202306,Gasavion,68982,18
MEX,Mexico,Ciudad de Mexico,202306,Gasavion,0,0
MID,Merida,Yucatan,202306,Gasavion,38570,166
MLM,Morelia,Michoacan,202306,Gasavion,5591,50
MTT,Minatitlan,Veracruz,202306,Gasavion,817,11
MTY,Monterrey,Nuevo Leon,202306,Gasavion,0,0
MXL,Mexicali,Baja California,202306,Gasavion,27338,49
MZT,Mazatlan,Sinaloa,202306,Gasavion,104051,125
NLD,Nuevo Laredo,Tamaulipas,202306,Gasavion,1049,5
NLU,Felipe Angeles,Estado De Mexico,202306,Gasavion,0,0
NOG,Nogales,Sonora,202306,Gasavion,14033,28
OAX,Oaxaca,Oaxaca,202306,Gasavion,9970,67
PAZ,Poza Rica,Veracruz,202306,Gasavion,0,0
PBC,Puebla,Puebla,202306,Gasavion,35536,489
PCA,Pachuca,Hidalgo,202306,Gasavion,5911,35
PPE,Puerto Penasco,Sonora,202306,Gasavion,10244,62
PQM,Palenque,Chiapas,202306,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202306,Gasavion,23543,117
PXM,Puerto Escondido,Oaxaca,202306,Gasavion,2743,24
QRO,Queretaro,Queretaro,202306,Gasavion,63960,806
REX,Reynosa,Tamaulipas,202306,Gasavion,28291,46
SJD,San Jose Del Cabo,Baja California Sur,202306,Gasavion,12173,28
SLP,San Luis Potosi,San Luis Potosi,202306,Gasavion,15903,86
TAM,Tampico,Tamaulipas,202306,Gasavion,18016,97
TAP,Tapachula,Chiapas,202306,Gasavion,90367,121
TCN,Tehuacan,Puebla,202306,Gasavion,3393,30
TGZ,Tuxtla Gutierrez,Chiapas,202306,Gasavion,9742,64
TIJ,Tijuana,Baja California,202306,Gasavion,32055,162
TLC,Toluca,Estado De Mexico,202306,Gasavion,69163,309
TPQ,Tepic,Nayarit,202306,Gasavion,16750,146
TRC,Torreon,Coahuila,202306,Gasavion,65112,88
TSL,Tamuin,San Luis Potosi,202306,Gasavion,4223,12
UPN,Uruapan,Michoacan,202306,Gasavion,15454,73
VER,Veracruz,Veracruz,202306,Gasavion,29403,102
VSA,Villahermosa,Tabasco,202306,Gasavion,90643,68
ZCL,Zacatecas,Zacatecas,202306,Gasavion,3206,21
ZIH,Zihuatanejo,Guerrero,202306,Gasavion,13815,56
ZLO,Manzanillo,Colima,202306,Gasavion,59224,19
ACA,Acapulco,Guerrero,202307,Turbosina,1574383,508
AGU,Aguascalientes,Aguascalientes,202307,Turbosina,2314158,572
BJX,El Bajio,Guanajuato,202307,Turbosina,6990374,1434
CEN,Ciudad Obregon,Sonora,202307,Turbosina,742321,298
CJS,Ciudad Juarez,Chihuahua,202307,Turbosina,3847867,786
CLQ,Colima,Colima,202307,Turbosina,501607,103
CME,Ciudad Del Carmen,Campeche,202307,Turbosina,1619241,321
CPE,Campeche,Campeche,202307,Turbosina,362296,128
CTM,Chetumal,Quintana Roo,202307,Turbosina,494414,131
CUL,Culiacan,Sinaloa,202307,Turbosina,3878434,961
CUN,Cancun,Quintana Roo,202307,Turbosina,97173198,9593
CUU,Chihuahua,Chihuahua,202307,Turbosina,3511027,811
CVJ,Cuernavaca,Morelos,202307,Turbosina,94773,73
CVM,Ciudad Victoria,Tamaulipas,202307,Turbosina,102267,64
CZM,Cozumel,Quintana Roo,202307,Turbosina,1543898,335
DGO,Durango,Durango,202307,Turbosina,1079944,369
GDL,Guadalajara,Jalisco,202307,Turbosina,37315829,5693
GYM,Guaymas,Sonora,202307,Turbosina,54326,48
HMO,Hermosillo,Sonora,202307,Turbosina,4101019,1042
HUX,Huatulco,Oaxaca,202307,Turbosina,989929,233
IZT,Ixtepec,Oaxaca,202307,Turbosina,17884,12
LAP,La Paz,Baja California Sur,202307,Turbosina,2846702,615
LMM,Los Mochis,Sinaloa,202307,Turbosina,748233,228
LTO,Loreto,Baja California Sur,202307,Turbosina,211019,121
LZC,Lazaro Cardenas,Michoacan,202307,Turbosina,19352,12
MAM,Matamoros,Tamaulipas,202307,Turbosina,150461,80
MEX,Mexico,Ciudad de Mexico,202307,Turbosina,148684782,15371
MID,Merida,Yucatan,202307,Turbosina,6002768,1261
MLM,Morelia,Michoacan,202307,Turbosina,3723351,553
MTT,Minatitlan,Veracruz,202307,Turbosina,240342,136
MTY,Monterrey,Nuevo Leon,202307,Turbosina,25934714,5129
MXL,Mexicali,Baja California,202307,Turbosina,4397502,631
MZT,Mazatlan,Sinaloa,202307,Turbosina,1740924,527
NLD,Nuevo Laredo,Tamaulipas,202307,Turbosina,176029,73
NLU,Felipe Angeles,Estado De Mexico,202307,Turbosina,11646752,1257
NOG,Nogales,Sonora,202307,Turbosina,16396,19
OAX,Oaxaca,Oaxaca,202307,Turbosina,3107603,737
PAZ,Poza Rica,Veracruz,202307,Turbosina,20197,34
PBC,Puebla,Puebla,202307,Turbosina,1953578,349
PCA,Pachuca,Hidalgo,202307,Turbosina,19517,36
PPE,Puerto Penasco,Sonora,202307,Turbosina,29456,39
PQM,Palenque,Chiapas,202307,Turbosina,34640,25
PVR,Puerto Vallarta,Jalisco,202307,Turbosina,10016674,1743
PXM,Puerto Escondido,Oaxaca,202307,Turbosina,730332,225
QRO,Queretaro,Queretaro,202307,Turbosina,7227644,1437
REX,Reynosa,Tamaulipas,202307,Turbosina,685362,209
SJD,San Jose Del Cabo,Baja California Sur,202307,Turbosina,16311876,2678
SLP,San Luis Potosi,San Luis Potosi,202307,Turbosina,2066379,738
TAM,Tampico,Tamaulipas,202307,Turbosina,862606,468
TAP,Tapachula,Chiapas,202307,Turbosina,1264612,247
TCN,Tehuacan,Puebla,202307,Turbosina,8806,7
TGZ,Tuxtla Gutierrez,Chiapas,202307,Turbosina,2370997,482
TIJ,Tijuana,Baja California,202307,Turbosina,32287213,4287
TLC,Toluca,Estado De Mexico,202307,Turbosina,6053313,1582
TPQ,Tepic,Nayarit,202307,Turbosina,689824,140
TRC,Torreon,Coahuila,202307,Turbosina,1380030,485
TSL,Tamuin,San Luis Potosi,202307,Turbosina,12521,18
UPN,Uruapan,Michoacan,202307,Turbosina,542278,82
VER,Veracruz,Veracruz,202307,Turbosina,2687731,826
VSA,Villahermosa,Tabasco,202307,Turbosina,2507175,910
ZCL,Zacatecas,Zacatecas,202307,Turbosina,1345175,250
ZIH,Zihuatanejo,Guerrero,202307,Turbosina,740820,219
ZLO,Manzanillo,Colima,202307,Turbosina,270951,106
ACA,Acapulco,Guerrero,202307,Gasavion,24734,419
AGU,Aguascalientes,Aguascalientes,202307,Gasavion,16254,107
BJX,El Bajio,Guanajuato,202307,Gasavion,19249,74
CEN,Ciudad Obregon,Sonora,202307,Gasavion,18724,53
CJS,Ciudad Juarez,Chihuahua,202307,Gasavion,6775,45
CLQ,Colima,Colima,202307,Gasavion,43988,29
CME,Ciudad Del Carmen,Campeche,202307,Gasavion,2846,18
CPE,Campeche,Campeche,202307,Gasavion,4008,52
CTM,Chetumal,Quintana Roo,202307,Gasavion,1073,7
CUL,Culiacan,Sinaloa,202307,Gasavion,159344,462
CUN,Cancun,Quintana Roo,202307,Gasavion,14148,110
CUU,Chihuahua,Chihuahua,202307,Gasavion,170845,254
CVJ,Cuernavaca,Morelos,202307,Gasavion,45462,642
CVM,Ciudad Victoria,Tamaulipas,202307,Gasavion,20310,44
CZM,Cozumel,Quintana Roo,202307,Gasavion,12485,80
DGO,Durango,Durango,202307,Gasavion,41895,252
GDL,Guadalajara,Jalisco,202307,Gasavion,121197,805
GYM,Guaymas,Sonora,202307,Gasavion,5129,29
HMO,Hermosillo,Sonora,202307,Gasavion,56690,272
HUX,Huatulco,Oaxaca,202307,Gasavion,2483,11
IZT,Ixtepec,Oaxaca,202307,Gasavion,0,0
LAP,La Paz,Baja California Sur,202307,Gasavion,29485,148
LMM,Los Mochis,Sinaloa,202307,Gasavion,47849,142
LTO,Loreto,Baja California Sur,202307,Gasavion,5562,25
LZC,Lazaro Cardenas,Michoacan,202307,Gasavion,1019,5
MAM,Matamoros,Tamaulipas,202307,Gasavion,91340,14
MEX,Mexico,Ciudad de Mexico,202307,Gasavion,0,0
MID,Merida,Yucatan,202307,Gasavion,39926,124
MLM,Morelia,Michoacan,202307,Gasavion,5768,38
MTT,Minatitlan,Veracruz,202307,Gasavion,1848,17
MTY,Monterrey,Nuevo Leon,202307,Gasavion,0,0
MXL,Mexicali,Baja California,202307,Gasavion,49169,39
MZT,Mazatlan,Sinaloa,202307,Gasavion,118169,125
NLD,Nuevo Laredo,Tamaulipas,202307,Gasavion,1281,16
NLU,Felipe Angeles,Estado De Mexico,202307,Gasavion,0,0
NOG,Nogales,Sonora,202307,Gasavion,5320,28
OAX,Oaxaca,Oaxaca,202307,Gasavion,8668,64
PAZ,Poza Rica,Veracruz,202307,Gasavion,0,0
PBC,Puebla,Puebla,202307,Gasavion,36423,489
PCA,Pachuca,Hidalgo,202307,Gasavion,8795,51
PPE,Puerto Penasco,Sonora,202307,Gasavion,7070,36
PQM,Palenque,Chiapas,202307,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202307,Gasavion,18285,89
PXM,Puerto Escondido,Oaxaca,202307,Gasavion,6454,52
QRO,Queretaro,Queretaro,202307,Gasavion,73024,802
REX,Reynosa,Tamaulipas,202307,Gasavion,21229,58
SJD,San Jose Del Cabo,Baja California Sur,202307,Gasavion,4388,22
SLP,San Luis Potosi,San Luis Potosi,202307,Gasavion,14988,92
TAM,Tampico,Tamaulipas,202307,Gasavion,15259,103
TAP,Tapachula,Chiapas,202307,Gasavion,114169,134
TCN,Tehuacan,Puebla,202307,Gasavion,1986,22
TGZ,Tuxtla Gutierrez,Chiapas,202307,Gasavion,5311,37
TIJ,Tijuana,Baja California,202307,Gasavion,27185,159
TLC,Toluca,Estado De Mexico,202307,Gasavion,47515,234
TPQ,Tepic,Nayarit,202307,Gasavion,17387,107
TRC,Torreon,Coahuila,202307,Gasavion,43379,88
TSL,Tamuin,San Luis Potosi,202307,Gasavion,1701,10
UPN,Uruapan,Michoacan,202307,Gasavion,19195,74
VER,Veracruz,Veracruz,202307,Gasavion,18898,65
VSA,Villahermosa,Tabasco,202307,Gasavion,85189,43
ZCL,Zacatecas,Zacatecas,202307,Gasavion,2091,12
ZIH,Zihuatanejo,Guerrero,202307,Gasavion,8554,53
ZLO,Manzanillo,Colima,202307,Gasavion,91182,21
ACA,Acapulco,Guerrero,202308,Turbosina,1491757,482
AGU,Aguascalientes,Aguascalientes,202308,Turbosina,2180693,573
BJX,El Bajio,Guanajuato,202308,Turbosina,6696501,1508
CEN,Ciudad Obregon,Sonora,202308,Turbosina,743544,266
CJS,Ciudad Juarez,Chihuahua,202308,Turbosina,3761637,800
CLQ,Colima,Colima,202308,Turbosina,462242,100
CME,Ciudad Del Carmen,Campeche,202308,Turbosina,1670787,321
CPE,Campeche,Campeche,202308,Turbosina,349722,117
CTM,Chetumal,Quintana Roo,202308,Turbosina,562075,153
CUL,Culiacan,Sinaloa,202308,Turbosina,4044856,1077
CUN,Cancun,Quintana Roo,202308,Turbosina,90512898,9065
CUU,Chihuahua,Chihuahua,202308,Turbosina,3748684,877
CVJ,Cuernavaca,Morelos,202308,Turbosina,75167,61
CVM,Ciudad Victoria,Tamaulipas,202308,Turbosina,79251,64
CZM,Cozumel,Quintana Roo,202308,Turbosina,1109252,296
DGO,Durango,Durango,202308,Turbosina,1049623,321
GDL,Guadalajara,Jalisco,202308,Turbosina,36616297,5660
GYM,Guaymas,Sonora,202308,Turbosina,57567,49
HMO,Hermosillo,Sonora,202308,Turbosina,4043711,1089
HUX,Huatulco,Oaxaca,202308,Turbosina,869216,249
IZT,Ixtepec,Oaxaca,202308,Turbosina,27905,21
LAP,La Paz,Baja California Sur,202308,Turbosina,2515182,547
LMM,Los Mochis,Sinaloa,202308,Turbosina,738733,232
LTO,Loreto,Baja California Sur,202308,Turbosina,206314,97
LZC,Lazaro Cardenas,Michoacan,202308,Turbosina,23788,18
MAM,Matamoros,Tamaulipas,202308,Turbosina,169076,87
MEX,Mexico,Ciudad de Mexico,202308,Turbosina,143391905,15377
MID,Merida,Yucatan,202308,Turbosina,6109310,1353
MLM,Morelia,Michoacan,202308,Turbosina,3685160,554
MTT,Minatitlan,Veracruz,202308,Turbosina,279962,151
MTY,Monterrey,Nuevo Leon,202308,Turbosina,26551674,5228
MXL,Mexicali,Baja California,202308,Turbosina,4269789,654
MZT,Mazatlan,Sinaloa,202308,Turbosina,1586728,509
NLD,Nuevo Laredo,Tamaulipas,202308,Turbosina,167223,73
NLU,Felipe Angeles,Estado De Mexico,202308,Turbosina,16745141,1490
NOG,Nogales,Sonora,202308,Turbosina,18047,20
OAX,Oaxaca,Oaxaca,202308,Turbosina,2901387,695
PAZ,Poza Rica,Veracruz,202308,Turbosina,26882,38
PBC,Puebla,Puebla,202308,Turbosina,2051366,381
PCA,Pachuca,Hidalgo,202308,Turbosina,16682,36
PPE,Puerto Penasco,Sonora,202308,Turbosina,27195,22
PQM,Palenque,Chiapas,202308,Turbosina,36175,22
PVR,Puerto Vallarta,Jalisco,202308,Turbosina,7906831,1490
PXM,Puerto Escondido,Oaxaca,202308,Turbosina,785938,254
QRO,Queretaro,Queretaro,202308,Turbosina,7990609,1621
REX,Reynosa,Tamaulipas,202308,Turbosina,652765,196
SJD,San Jose Del Cabo,Baja California Sur,202308,Turbosina,12752379,2274
SLP,San Luis Potosi,San Luis Potosi,202308,Turbosina,2042027,827
TAM,Tampico,Tamaulipas,202308,Turbosina,938433,476
TAP,Tapachula,Chiapas,202308,Turbosina,1267819,269
TCN,Tehuacan,Puebla,202308,Turbosina,17086,18
TGZ,Tuxtla Gutierrez,Chiapas,202308,Turbosina,2454838,512
TIJ,Tijuana,Baja California,202308,Turbosina,30130332,4194
TLC,Toluca,Estado De Mexico,202308,Turbosina,6459501,1701
TPQ,Tepic,Nayarit,202308,Turbosina,651545,126
TRC,Torreon,Coahuila,202308,Turbosina,1309594,495
TSL,Tamuin,San Luis Potosi,202308,Turbosina,16748,26
UPN,Uruapan,Michoacan,202308,Turbosina,500225,81
VER,Veracruz,Veracruz,202308,Turbosina,2561225,882
VSA,Villahermosa,Tabasco,202308,Turbosina,2626503,948
ZCL,Zacatecas,Zacatecas,202308,Turbosina,1175352,237
ZIH,Zihuatanejo,Guerrero,202308,Turbosina,670022,217
ZLO,Manzanillo,Colima,202308,Turbosina,250107,106
ACA,Acapulco,Guerrero,202308,Gasavion,22540,413
AGU,Aguascalientes,Aguascalientes,202308,Gasavion,16147,108
BJX,El Bajio,Guanajuato,202308,Gasavion,17750,66
CEN,Ciudad Obregon,Sonora,202308,Gasavion,29959,72
CJS,Ciudad Juarez,Chihuahua,202308,Gasavion,8910,56
CLQ,Colima,Colima,202308,Gasavion,53120,37
CME,Ciudad Del Carmen,Campeche,202308,Gasavion,8638,17
CPE,Campeche,Campeche,202308,Gasavion,4221,34
CTM,Chetumal,Quintana Roo,202308,Gasavion,3158,18
CUL,Culiacan,Sinaloa,202308,Gasavion,148301,430
CUN,Cancun,Quintana Roo,202308,Gasavion,14283,92
CUU,Chihuahua,Chihuahua,202308,Gasavion,201462,255
CVJ,Cuernavaca,Morelos,202308,Gasavion,41159,578
CVM,Ciudad Victoria,Tamaulipas,202308,Gasavion,20142,45
CZM,Cozumel,Quintana Roo,202308,Gasavion,9382,61
DGO,Durango,Durango,202308,Gasavion,42158,269
GDL,Guadalajara,Jalisco,202308,Gasavion,117044,734
GYM,Guaymas,Sonora,202308,Gasavion,6574,35
HMO,Hermosillo,Sonora,202308,Gasavion,51681,249
HUX,Huatulco,Oaxaca,202308,Gasavion,1988,11
IZT,Ixtepec,Oaxaca,202308,Gasavion,0,0
LAP,La Paz,Baja California Sur,202308,Gasavion,21423,98
LMM,Los Mochis,Sinaloa,202308,Gasavion,66074,115
LTO,Loreto,Baja California Sur,202308,Gasavion,2961,18
LZC,Lazaro Cardenas,Michoacan,202308,Gasavion,618,3
MAM,Matamoros,Tamaulipas,202308,Gasavion,121472,16
MEX,Mexico,Ciudad de Mexico,202308,Gasavion,0,0
MID,Merida,Yucatan,202308,Gasavion,38593,105
MLM,Morelia,Michoacan,202308,Gasavion,5330,38
MTT,Minatitlan,Veracruz,202308,Gasavion,256,2
MTY,Monterrey,Nuevo Leon,202308,Gasavion,0,0
MXL,Mexicali,Baja California,202308,Gasavion,28819,39
MZT,Mazatlan,Sinaloa,202308,Gasavion,95788,140
NLD,Nuevo Laredo,Tamaulipas,202308,Gasavion,1265,12
NLU,Felipe Angeles,Estado De Mexico,202308,Gasavion,0,0
NOG,Nogales,Sonora,202308,Gasavion,4242,17
OAX,Oaxaca,Oaxaca,202308,Gasavion,6043,43
PAZ,Poza Rica,Veracruz,202308,Gasavion,0,0
PBC,Puebla,Puebla,202308,Gasavion,30960,308
PCA,Pachuca,Hidalgo,202308,Gasavion,8157,44
PPE,Puerto Penasco,Sonora,202308,Gasavion,5855,31
PQM,Palenque,Chiapas,202308,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202308,Gasavion,20721,74
PXM,Puerto Escondido,Oaxaca,202308,Gasavion,6510,53
QRO,Queretaro,Queretaro,202308,Gasavion,43990,486
REX,Reynosa,Tamaulipas,202308,Gasavion,16268,44
SJD,San Jose Del Cabo,Baja California Sur,202308,Gasavion,10463,26
SLP,San Luis Potosi,San Luis Potosi,202308,Gasavion,10772,54
TAM,Tampico,Tamaulipas,202308,Gasavion,15625,92
TAP,Tapachula,Chiapas,202308,Gasavion,101170,124
TCN,Tehuacan,Puebla,202308,Gasavion,2088,27
TGZ,Tuxtla Gutierrez,Chiapas,202308,Gasavion,2813,25
TIJ,Tijuana,Baja California,202308,Gasavion,23529,203
TLC,Toluca,Estado De Mexico,202308,Gasavion,41314,205
TPQ,Tepic,Nayarit,202308,Gasavion,10594,97
TRC,Torreon,Coahuila,202308,Gasavion,21753,63
TSL,Tamuin,San Luis Potosi,202308,Gasavion,2951,12
UPN,Uruapan,Michoacan,202308,Gasavion,18487,76
VER,Veracruz,Veracruz,202308,Gasavion,33634,94
VSA,Villahermosa,Tabasco,202308,Gasavion,93031,45
ZCL,Zacatecas,Zacatecas,202308,Gasavion,3858,21
ZIH,Zihuatanejo,Guerrero,202308,Gasavion,5614,46
ZLO,Manzanillo,Colima,202308,Gasavion,19571,13
ACA,Acapulco,Guerrero,202309,Turbosina,1247328,422
AGU,Aguascalientes,Aguascalientes,202309,Turbosina,2031706,521
BJX,El Bajio,Guanajuato,202309,Turbosina,5966633,1348
CEN,Ciudad Obregon,Sonora,202309,Turbosina,697379,237
CJS,Ciudad Juarez,Chihuahua,202309,Turbosina,3190561,724
CLQ,Colima,Colima,202309,Turbosina,444093,91
CME,Ciudad Del Carmen,Campeche,202309,Turbosina,1412726,284
CPE,Campeche,Campeche,202309,Turbosina,368497,121
CTM,Chetumal,Quintana Roo,202309,Turbosina,531802,135
CUL,Culiacan,Sinaloa,202309,Turbosina,3500971,978
CUN,Cancun,Quintana Roo,202309,Turbosina,75856877,7532
CUU,Chihuahua,Chihuahua,202309,Turbosina,3441073,839
CVJ,Cuernavaca,Morelos,202309,Turbosina,76189,46
CVM,Ciudad Victoria,Tamaulipas,202309,Turbosina,118826,98
CZM,Cozumel,Quintana Roo,202309,Turbosina,992778,227
DGO,Durango,Durango,202309,Turbosina,997346,336
GDL,Guadalajara,Jalisco,202309,Turbosina,32336211,4848
GYM,Guaymas,Sonora,202309,Turbosina,51489,36
HMO,Hermosillo,Sonora,202309,Turbosina,3842343,1016
HUX,Huatulco,Oaxaca,202309,Turbosina,757937,213
IZT,Ixtepec,Oaxaca,202309,Turbosina,17990,13
LAP,La Paz,Baja California Sur,202309,Turbosina,1976623,506
LMM,Los Mochis,Sinaloa,202309,Turbosina,614738,174
LTO,Loreto,Baja California Sur,202309,Turbosina,138710,62
LZC,Lazaro Cardenas,Michoacan,202309,Turbosina,11942,9
MAM,Matamoros,Tamaulipas,202309,Turbosina,118123,61
MEX,Mexico,Ciudad de Mexico,202309,Turbosina,130099948,14193
MID,Merida,Yucatan,202309,Turbosina,5931599,1241
MLM,Morelia,Michoacan,202309,Turbosina,3111358,491
MTT,Minatitlan,Veracruz,202309,Turbosina,287346,141
MTY,Monterrey,Nuevo Leon,202309,Turbosina,21957443,4428
MXL,Mexicali,Baja California,202309,Turbosina,3655880,579
MZT,Mazatlan,Sinaloa,202309,Turbosina,1438825,462
NLD,Nuevo Laredo,Tamaulipas,202309,Turbosina,203962,79
NLU,Felipe Angeles,Estado De Mexico,202309,Turbosina,18583999,1512
NOG,Nogales,Sonora,202309,Turbosina,26506,28
OAX,Oaxaca,Oaxaca,202309,Turbosina,2472734,661
PAZ,Poza Rica,Veracruz,202309,Turbosina,15391,27
PBC,Puebla,Puebla,202309,Turbosina,1670161,370
PCA,Pachuca,Hidalgo,202309,Turbosina,40735,42
PPE,Puerto Penasco,Sonora,202309,Turbosina,22541,13
PQM,Palenque,Chiapas,202309,Turbosina,25251,12
PVR,Puerto Vallarta,Jalisco,202309,Turbosina,6270522,1129
PXM,Puerto Escondido,Oaxaca,202309,Turbosina,721867,224
QRO,Queretaro,Queretaro,202309,Turbosina,7194952,1415
REX,Reynosa,Tamaulipas,202309,Turbosina,686865,206
SJD,San Jose Del Cabo,Baja California Sur,202309,Turbosina,10990916,1841
SLP,San Luis Potosi,San Luis Potosi,202309,Turbosina,1788076,753
TAM,Tampico,Tamaulipas,202309,Turbosina,825684,436
TAP,Tapachula,Chiapas,202309,Turbosina,1226539,252
TCN,Tehuacan,Puebla,202309,Turbosina,9048,15
TGZ,Tuxtla Gutierrez,Chiapas,202309,Turbosina,2192578,443
TIJ,Tijuana,Baja California,202309,Turbosina,24521794,3384
TLC,Toluca,Estado De Mexico,202309,Turbosina,5967913,1636
TPQ,Tepic,Nayarit,202309,Turbosina,448154,97
TRC,Torreon,Coahuila,202309,Turbosina,1291726,484
TSL,Tamuin,San Luis Potosi,202309,Turbosina,14906,22
UPN,Uruapan,Michoacan,202309,Turbosina,332551,50
VER,Veracruz,Veracruz,202309,Turbosina,2227555,829
VSA,Villahermosa,Tabasco,202309,Turbosina,2678326,907
ZCL,Zacatecas,Zacatecas,202309,Turbosina,1008704,235
ZIH,Zihuatanejo,Guerrero,202309,Turbosina,542994,185
ZLO,Manzanillo,Colima,202309,Turbosina,247723,101
ACA,Acapulco,Guerrero,202309,Gasavion,19881,336
AGU,Aguascalientes,Aguascalientes,202309,Gasavion,16736,88
BJX,El Bajio,Guanajuato,202309,Gasavion,25225,80
CEN,Ciudad Obregon,Sonora,202309,Gasavion,27036,53
CJS,Ciudad Juarez,Chihuahua,202309,Gasavion,6814,40
CLQ,Colima,Colima,202309,Gasavion,48668,40
CME,Ciudad Del Carmen,Campeche,202309,Gasavion,7186,8
CPE,Campeche,Campeche,202309,Gasavion,2134,33
CTM,Chetumal,Quintana Roo,202309,Gasavion,4436,26
CUL,Culiacan,Sinaloa,202309,Gasavion,139983,439
CUN,Cancun,Quintana Roo,202309,Gasavion,12199,102
CUU,Chihuahua,Chihuahua,202309,Gasavion,107550,280
CVJ,Cuernavaca,Morelos,202309,Gasavion,38129,528
CVM,Ciudad Victoria,Tamaulipas,202309,Gasavion,16709,50
CZM,Cozumel,Quintana Roo,202309,Gasavion,13385,79
DGO,Durango,Durango,202309,Gasavion,46366,269
GDL,Guadalajara,Jalisco,202309,Gasavion,65730,594
GYM,Guaymas,Sonora,202309,Gasavion,8534,36
HMO,Hermosillo,Sonora,202309,Gasavion,56212,255
HUX,Huatulco,Oaxaca,202309,Gasavion,1409,14
IZT,Ixtepec,Oaxaca,202309,Gasavion,0,0
LAP,La Paz,Baja California Sur,202309,Gasavion,26281,81
LMM,Los Mochis,Sinaloa,202309,Gasavion,52928,111
LTO,Loreto,Baja California Sur,202309,Gasavion,7289,31
LZC,Lazaro Cardenas,Michoacan,202309,Gasavion,544,4
MAM,Matamoros,Tamaulipas,202309,Gasavion,91275,13
MEX,Mexico,Ciudad de Mexico,202309,Gasavion,0,0
MID,Merida,Yucatan,202309,Gasavion,41947,125
MLM,Morelia,Michoacan,202309,Gasavion,6733,39
MTT,Minatitlan,Veracruz,202309,Gasavion,498,4
MTY,Monterrey,Nuevo Leon,202309,Gasavion,0,0
MXL,Mexicali,Baja California,202309,Gasavion,16866,31
MZT,Mazatlan,Sinaloa,202309,Gasavion,29095,99
NLD,Nuevo Laredo,Tamaulipas,202309,Gasavion,3164,31
NLU,Felipe Angeles,Estado De Mexico,202309,Gasavion,0,0
NOG,Nogales,Sonora,202309,Gasavion,12396,15
OAX,Oaxaca,Oaxaca,202309,Gasavion,9148,62
PAZ,Poza Rica,Veracruz,202309,Gasavion,1529,8
PBC,Puebla,Puebla,202309,Gasavion,41992,560
PCA,Pachuca,Hidalgo,202309,Gasavion,7123,47
PPE,Puerto Penasco,Sonora,202309,Gasavion,3821,25
PQM,Palenque,Chiapas,202309,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202309,Gasavion,17011,70
PXM,Puerto Escondido,Oaxaca,202309,Gasavion,4259,39
QRO,Queretaro,Queretaro,202309,Gasavion,64060,845
REX,Reynosa,Tamaulipas,202309,Gasavion,16570,46
SJD,San Jose Del Cabo,Baja California Sur,202309,Gasavion,9271,19
SLP,San Luis Potosi,San Luis Potosi,202309,Gasavion,7474,36
TAM,Tampico,Tamaulipas,202309,Gasavion,10127,70
TAP,Tapachula,Chiapas,202309,Gasavion,116728,131
TCN,Tehuacan,Puebla,202309,Gasavion,3526,40
TGZ,Tuxtla Gutierrez,Chiapas,202309,Gasavion,5568,50
TIJ,Tijuana,Baja California,202309,Gasavion,34881,173
TLC,Toluca,Estado De Mexico,202309,Gasavion,40895,225
TPQ,Tepic,Nayarit,202309,Gasavion,11033,66
TRC,Torreon,Coahuila,202309,Gasavion,20575,77
TSL,Tamuin,San Luis Potosi,202309,Gasavion,2829,10
UPN,Uruapan,Michoacan,202309,Gasavion,17619,68
VER,Veracruz,Veracruz,202309,Gasavion,32643,88
VSA,Villahermosa,Tabasco,202309,Gasavion,88419,52
ZCL,Zacatecas,Zacatecas,202309,Gasavion,2390,14
ZIH,Zihuatanejo,Guerrero,202309,Gasavion,20854,39
ZLO,Manzanillo,Colima,202309,Gasavion,78443,19
ACA,Acapulco,Guerrero,202310,Turbosina,853935,356
AGU,Aguascalientes,Aguascalientes,202310,Turbosina,2032320,580
BJX,El Bajio,Guanajuato,202310,Turbosina,6537470,1485
CEN,Ciudad Obregon,Sonora,202310,Turbosina,676399,230
