Codigo IATA,Descripcion del codigo,Estado ,Aniomes,Tipo Combustible,Litros de combustible suministrado,Servicios realizados
HUX,Huatulco,Oaxaca,201602,Gasavion,1051,7
LAP,La Paz,Baja California Sur,201602,Gasavion,42577,88
LMM,Los Mochis,Sinaloa,201602,Gasavion,126480,230
LTO,Loreto,Baja California Sur,201602,Gasavion,32063,113
LZC,Lazaro Cardenas,Michoacan,201602,Gasavion,764,8
MAM,Matamoros,Tamaulipas,201602,Gasavion,2015,18
MEX,Mexico,Ciudad de Mexico,201602,Gasavion,33000,4
MID,Merida,Yucatan,201602,Gasavion,19204,164
MLM,Morelia,Michoacan,201602,Gasavion,10675,63
MTT,Minatitlan,Veracruz,201602,Gasavion,3697,18
MTY,Monterrey,Nuevo Leon,201602,Gasavion,104630,15
MXL,Mexicali,Baja California,201602,Gasavion,38938,85
MZT,Mazatlan,Sinaloa,201602,Gasavion,38260,82
NLD,Nuevo Laredo,Tamaulipas,201602,Gasavion,5896,20
NOG,Nogales,Sonora,201602,Gasavion,18164,35
OAX,Oaxaca,Oaxaca,201602,Gasavion,5046,53
PAZ,Poza Rica,Veracruz,201602,Gasavion,3520,19
PBC,Puebla,Puebla,201602,Gasavion,22177,175
PCA,Pachuca,Hidalgo,201602,Gasavion,11199,71
PPE,Puerto Penasco,Sonora,201602,Gasavion,21485,67
PQM,Palenque,Chiapas,201602,Gasavion,123,1
PVR,Puerto Vallarta,Jalisco,201602,Gasavion,21676,54
PXM,Puerto Escondido,Oaxaca,201602,Gasavion,7112,74
QRO,Queretaro,Queretaro,201602,Gasavion,39541,346
REX,Reynosa,Tamaulipas,201602,Gasavion,15240,68
SJD,San Jose Del Cabo,Baja California Sur,201602,Gasavion,13349,14
SLP,San Luis Potosi,San Luis Potosi,201602,Gasavion,16476,71
TAM,Tampico,Tamaulipas,201602,Gasavion,25837,166
TAP,Tapachula,Chiapas,201602,Gasavion,90309,173
TCN,Tehuacan,Puebla,201602,Gasavion,4475,43
TGZ,Tuxtla Gutierrez,Chiapas,201602,Gasavion,13396,68
TIJ,Tijuana,Baja California,201602,Gasavion,39473,119
TLC,Toluca,Estado De Mexico,201602,Gasavion,46578,377
TSL,Tamuin,San Luis Potosi,201602,Gasavion,891,7
TPQ,Tepic,Nayarit,201602,Gasavion,22004,86
TRC,Torreon,Coahuila,201602,Gasavion,11842,53
UPN,Uruapan,Michoacan,201602,Gasavion,26551,85
VER,Veracruz,Veracruz,201602,Gasavion,32703,185
VSA,Villahermosa,Tabasco,201602,Gasavion,57935,60
ZCL,Zacatecas,Zacatecas,201602,Gasavion,9609,40
ZIH,Zihuatanejo,Guerrero,201602,Gasavion,6735,58
ZLO,Manzanillo,Colima,201602,Gasavion,11767,25
ACA,Acapulco,Guerrero,201603,Turbosina,2635844,850
AGU,Aguascalientes,Aguascalientes,201603,Turbosina,1775046,538
BJX,El Bajio,Guanajuato,201603,Turbosina,4797631,1325
CEN,Ciudad Obregon,Sonora,201603,Turbosina,743340,282
CJS,Ciudad Juarez,Chihuahua,201603,Turbosina,2318352,577
CME,Ciudad Del Carmen,Campeche,201603,Turbosina,2070771,588
CLQ,Colima,Colima,201603,Turbosina,403897,179
CPE,Campeche,Campeche,201603,Turbosina,712326,210
CTM,Chetumal,Quintana Roo,201603,Turbosina,664682,162
CUL,Culiacan,Sinaloa,201603,Turbosina,3818769,1090
CUN,Cancun,Quintana Roo,201603,Turbosina,82450947,7672
CUU,Chihuahua,Chihuahua,201603,Turbosina,3134859,983
CVJ,Cuernavaca,Morelos,201603,Turbosina,156435,123
CVM,Ciudad Victoria,Tamaulipas,201603,Turbosina,288930,232
CZM,Cozumel,Quintana Roo,201603,Turbosina,2681463,544
DGO,Durango,Durango,201603,Turbosina,1051107,414
GDL,Guadalajara,Jalisco,201603,Turbosina,28021745,4894
GYM,Guaymas,Sonora,201603,Turbosina,62587,62
HMO,Hermosillo,Sonora,201603,Turbosina,3908197,1240
HUX,Huatulco,Oaxaca,201603,Turbosina,2313056,362
LAP,La Paz,Baja California Sur,201603,Turbosina,2482856,720
LMM,Los Mochis,Sinaloa,201603,Turbosina,1099034,340
LTO,Loreto,Baja California Sur,201603,Turbosina,271132,120
LZC,Lazaro Cardenas,Michoacan,201603,Turbosina,71728,92
MAM,Matamoros,Tamaulipas,201603,Turbosina,337719,309
MEX,Mexico,Ciudad de Mexico,201603,Turbosina,131002622,18495
MID,Merida,Yucatan,201603,Turbosina,5713645,1164
MLM,Morelia,Michoacan,201603,Turbosina,1841265,430
MTT,Minatitlan,Veracruz,201603,Turbosina,617895,267
MTY,Monterrey,Nuevo Leon,201603,Turbosina,17574982,4814
MXL,Mexicali,Baja California,201603,Turbosina,1784465,368
MZT,Mazatlan,Sinaloa,201603,Turbosina,2838933,803
NLD,Nuevo Laredo,Tamaulipas,201603,Turbosina,455468,97
NOG,Nogales,Sonora,201603,Turbosina,7511,11
OAX,Oaxaca,Oaxaca,201603,Turbosina,1623452,598
PAZ,Poza Rica,Veracruz,201603,Turbosina,120569,143
PBC,Puebla,Puebla,201603,Turbosina,1096657,399
PCA,Pachuca,Hidalgo,201603,Turbosina,55100,48
PPE,Puerto Penasco,Sonora,201603,Turbosina,18187,24
PQM,Palenque,Chiapas,201603,Turbosina,84391,22
PVR,Puerto Vallarta,Jalisco,201603,Turbosina,15094544,2085
PXM,Puerto Escondido,Oaxaca,201603,Turbosina,385231,159
QRO,Queretaro,Queretaro,201603,Turbosina,2846321,1029
REX,Reynosa,Tamaulipas,201603,Turbosina,1109225,354
SJD,San Jose Del Cabo,Baja California Sur,201603,Turbosina,13012726,2222
SLP,San Luis Potosi,San Luis Potosi,201603,Turbosina,1450644,713
TAM,Tampico,Tamaulipas,201603,Turbosina,1168607,549
TAP,Tapachula,Chiapas,201603,Turbosina,727161,233
TCN,Tehuacan,Puebla,201603,Turbosina,18728,35
TGZ,Tuxtla Gutierrez,Chiapas,201603,Turbosina,2902817,646
TIJ,Tijuana,Baja California,201603,Turbosina,15653525,2238
TLC,Toluca,Estado De Mexico,201603,Turbosina,7247626,2880
TSL,Tamuin,San Luis Potosi,201603,Turbosina,6269,12
TPQ,Tepic,Nayarit,201603,Turbosina,468294,229
TRC,Torreon,Coahuila,201603,Turbosina,1621097,637
UPN,Uruapan,Michoacan,201603,Turbosina,432509,73
VER,Veracruz,Veracruz,201603,Turbosina,2051838,964
VSA,Villahermosa,Tabasco,201603,Turbosina,3005648,764
ZCL,Zacatecas,Zacatecas,201603,Turbosina,931500,262
ZIH,Zihuatanejo,Guerrero,201603,Turbosina,2343071,433
ZLO,Manzanillo,Colima,201603,Turbosina,896521,257
ACA,Acapulco,Guerrero,201603,Gasavion,31129,403
AGU,Aguascalientes,Aguascalientes,201603,Gasavion,11929,55
BJX,El Bajio,Guanajuato,201603,Gasavion,12954,59
CEN,Ciudad Obregon,Sonora,201603,Gasavion,234115,323
CJS,Ciudad Juarez,Chihuahua,201603,Gasavion,4372,25
CME,Ciudad Del Carmen,Campeche,201603,Gasavion,3891,31
CLQ,Colima,Colima,201603,Gasavion,56890,85
CPE,Campeche,Campeche,201603,Gasavion,13180,33
CTM,Chetumal,Quintana Roo,201603,Gasavion,11435,46
CUL,Culiacan,Sinaloa,201603,Gasavion,259758,663
CUN,Cancun,Quintana Roo,201603,Gasavion,17850,79
CUU,Chihuahua,Chihuahua,201603,Gasavion,143241,392
CVJ,Cuernavaca,Morelos,201603,Gasavion,41249,497
CVM,Ciudad Victoria,Tamaulipas,201603,Gasavion,16435,87
CZM,Cozumel,Quintana Roo,201603,Gasavion,21861,129
DGO,Durango,Durango,201603,Gasavion,52314,334
GDL,Guadalajara,Jalisco,201603,Gasavion,132813,571
GYM,Guaymas,Sonora,201603,Gasavion,26389,124
HMO,Hermosillo,Sonora,201603,Gasavion,90566,390
HUX,Huatulco,Oaxaca,201603,Gasavion,1074,10
LAP,La Paz,Baja California Sur,201603,Gasavion,34943,68
LMM,Los Mochis,Sinaloa,201603,Gasavion,117173,219
LTO,Loreto,Baja California Sur,201603,Gasavion,19800,106
LZC,Lazaro Cardenas,Michoacan,201603,Gasavion,457,5
MAM,Matamoros,Tamaulipas,201603,Gasavion,1354,16
MEX,Mexico,Ciudad de Mexico,201603,Gasavion,29790,3
MID,Merida,Yucatan,201603,Gasavion,28091,156
MLM,Morelia,Michoacan,201603,Gasavion,9304,57
MTT,Minatitlan,Veracruz,201603,Gasavion,1733,16
MTY,Monterrey,Nuevo Leon,201603,Gasavion,136381,16
MXL,Mexicali,Baja California,201603,Gasavion,44219,97
MZT,Mazatlan,Sinaloa,201603,Gasavion,251332,106
NLD,Nuevo Laredo,Tamaulipas,201603,Gasavion,4828,11
NOG,Nogales,Sonora,201603,Gasavion,20697,39
OAX,Oaxaca,Oaxaca,201603,Gasavion,6448,69
PAZ,Poza Rica,Veracruz,201603,Gasavion,2500,15
PBC,Puebla,Puebla,201603,Gasavion,20985,141
PCA,Pachuca,Hidalgo,201603,Gasavion,10080,65
PPE,Puerto Penasco,Sonora,201603,Gasavion,21747,73
PQM,Palenque,Chiapas,201603,Gasavion,1161,7
PVR,Puerto Vallarta,Jalisco,201603,Gasavion,26811,85
PXM,Puerto Escondido,Oaxaca,201603,Gasavion,8130,74
QRO,Queretaro,Queretaro,201603,Gasavion,34091,327
REX,Reynosa,Tamaulipas,201603,Gasavion,11353,52
SJD,San Jose Del Cabo,Baja California Sur,201603,Gasavion,10289,18
SLP,San Luis Potosi,San Luis Potosi,201603,Gasavion,17055,77
TAM,Tampico,Tamaulipas,201603,Gasavion,26237,187
TAP,Tapachula,Chiapas,201603,Gasavion,139489,187
TCN,Tehuacan,Puebla,201603,Gasavion,4947,39
TGZ,Tuxtla Gutierrez,Chiapas,201603,Gasavion,16966,50
TIJ,Tijuana,Baja California,201603,Gasavion,29646,122
TLC,Toluca,Estado De Mexico,201603,Gasavion,45189,342
TSL,Tamuin,San Luis Potosi,201603,Gasavion,4020,7
TPQ,Tepic,Nayarit,201603,Gasavion,18791,77
TRC,Torreon,Coahuila,201603,Gasavion,11474,52
UPN,Uruapan,Michoacan,201603,Gasavion,29785,77
VER,Veracruz,Veracruz,201603,Gasavion,21832,183
VSA,Villahermosa,Tabasco,201603,Gasavion,58226,51
ZCL,Zacatecas,Zacatecas,201603,Gasavion,3010,21
ZIH,Zihuatanejo,Guerrero,201603,Gasavion,8683,64
ZLO,Manzanillo,Colima,201603,Gasavion,75035,25
ACA,Acapulco,Guerrero,201604,Turbosina,1761378,658
AGU,Aguascalientes,Aguascalientes,201604,Turbosina,1937086,583
BJX,El Bajio,Guanajuato,201604,Turbosina,4517357,1239
CEN,Ciudad Obregon,Sonora,201604,Turbosina,717392,281
CJS,Ciudad Juarez,Chihuahua,201604,Turbosina,2430115,608
CME,Ciudad Del Carmen,Campeche,201604,Turbosina,1955184,547
CLQ,Colima,Colima,201604,Turbosina,406217,186
CPE,Campeche,Campeche,201604,Turbosina,649294,175
CTM,Chetumal,Quintana Roo,201604,Turbosina,560905,142
CUL,Culiacan,Sinaloa,201604,Turbosina,3422058,1017
CUN,Cancun,Quintana Roo,201604,Turbosina,75730385,6797
CUU,Chihuahua,Chihuahua,201604,Turbosina,3073840,1087
CVJ,Cuernavaca,Morelos,201604,Turbosina,218643,192
CVM,Ciudad Victoria,Tamaulipas,201604,Turbosina,218002,236
CZM,Cozumel,Quintana Roo,201604,Turbosina,1708036,395
DGO,Durango,Durango,201604,Turbosina,1030334,419
GDL,Guadalajara,Jalisco,201604,Turbosina,26503002,4713
GYM,Guaymas,Sonora,201604,Turbosina,106113,78
HMO,Hermosillo,Sonora,201604,Turbosina,3978298,1210
HUX,Huatulco,Oaxaca,201604,Turbosina,1787879,305
LAP,La Paz,Baja California Sur,201604,Turbosina,2293137,723
LMM,Los Mochis,Sinaloa,201604,Turbosina,999478,343
LTO,Loreto,Baja California Sur,201604,Turbosina,197693,105
LZC,Lazaro Cardenas,Michoacan,201604,Turbosina,86528,108
MAM,Matamoros,Tamaulipas,201604,Turbosina,331062,287
MEX,Mexico,Ciudad de Mexico,201604,Turbosina,129767291,18252
MID,Merida,Yucatan,201604,Turbosina,5156175,1068
MLM,Morelia,Michoacan,201604,Turbosina,1728797,485
MTT,Minatitlan,Veracruz,201604,Turbosina,706657,319
MTY,Monterrey,Nuevo Leon,201604,Turbosina,17483262,4662
MXL,Mexicali,Baja California,201604,Turbosina,1676132,312
MZT,Mazatlan,Sinaloa,201604,Turbosina,2421590,683
NLD,Nuevo Laredo,Tamaulipas,201604,Turbosina,205601,86
NOG,Nogales,Sonora,201604,Turbosina,10437,11
OAX,Oaxaca,Oaxaca,201604,Turbosina,1458155,605
PAZ,Poza Rica,Veracruz,201604,Turbosina,125758,131
PBC,Puebla,Puebla,201604,Turbosina,1025968,398
PCA,Pachuca,Hidalgo,201604,Turbosina,31494,24
PPE,Puerto Penasco,Sonora,201604,Turbosina,30329,30
PQM,Palenque,Chiapas,201604,Turbosina,42423,17
PVR,Puerto Vallarta,Jalisco,201604,Turbosina,11377538,1636
PXM,Puerto Escondido,Oaxaca,201604,Turbosina,269901,113
QRO,Queretaro,Queretaro,201604,Turbosina,2878919,1015
REX,Reynosa,Tamaulipas,201604,Turbosina,1147407,354
SJD,San Jose Del Cabo,Baja California Sur,201604,Turbosina,10506823,1872
SLP,San Luis Potosi,San Luis Potosi,201604,Turbosina,1536158,791
TAM,Tampico,Tamaulipas,201604,Turbosina,1067943,556
TAP,Tapachula,Chiapas,201604,Turbosina,718885,231
TCN,Tehuacan,Puebla,201604,Turbosina,27681,40
TGZ,Tuxtla Gutierrez,Chiapas,201604,Turbosina,2817260,605
TIJ,Tijuana,Baja California,201604,Turbosina,15325525,2203
TLC,Toluca,Estado De Mexico,201604,Turbosina,6674209,2657
TSL,Tamuin,San Luis Potosi,201604,Turbosina,15180,20
TPQ,Tepic,Nayarit,201604,Turbosina,456407,185
TRC,Torreon,Coahuila,201604,Turbosina,1666569,617
UPN,Uruapan,Michoacan,201604,Turbosina,436036,98
VER,Veracruz,Veracruz,201604,Turbosina,2156772,1008
VSA,Villahermosa,Tabasco,201604,Turbosina,2790886,744
ZCL,Zacatecas,Zacatecas,201604,Turbosina,831905,270
ZIH,Zihuatanejo,Guerrero,201604,Turbosina,1297684,312
ZLO,Manzanillo,Colima,201604,Turbosina,578614,214
ACA,Acapulco,Guerrero,201604,Gasavion,25665,449
AGU,Aguascalientes,Aguascalientes,201604,Gasavion,19059,82
BJX,El Bajio,Guanajuato,201604,Gasavion,10375,41
CEN,Ciudad Obregon,Sonora,201604,Gasavion,83289,167
CJS,Ciudad Juarez,Chihuahua,201604,Gasavion,7135,21
CME,Ciudad Del Carmen,Campeche,201604,Gasavion,3462,30
CLQ,Colima,Colima,201604,Gasavion,52072,54
CPE,Campeche,Campeche,201604,Gasavion,7486,42
CTM,Chetumal,Quintana Roo,201604,Gasavion,11597,48
CUL,Culiacan,Sinaloa,201604,Gasavion,254542,710
CUN,Cancun,Quintana Roo,201604,Gasavion,18307,102
CUU,Chihuahua,Chihuahua,201604,Gasavion,163298,408
CVJ,Cuernavaca,Morelos,201604,Gasavion,42173,545
CVM,Ciudad Victoria,Tamaulipas,201604,Gasavion,14570,57
CZM,Cozumel,Quintana Roo,201604,Gasavion,20183,122
DGO,Durango,Durango,201604,Gasavion,49065,330
GDL,Guadalajara,Jalisco,201604,Gasavion,91422,640
GYM,Guaymas,Sonora,201604,Gasavion,23658,120
HMO,Hermosillo,Sonora,201604,Gasavion,108681,454
HUX,Huatulco,Oaxaca,201604,Gasavion,1097,7
LAP,La Paz,Baja California Sur,201604,Gasavion,42537,79
LMM,Los Mochis,Sinaloa,201604,Gasavion,107785,205
LTO,Loreto,Baja California Sur,201604,Gasavion,12567,48
LZC,Lazaro Cardenas,Michoacan,201604,Gasavion,674,4
MAM,Matamoros,Tamaulipas,201604,Gasavion,2388,21
MEX,Mexico,Ciudad de Mexico,201604,Gasavion,20000,2
MID,Merida,Yucatan,201604,Gasavion,24379,183
MLM,Morelia,Michoacan,201604,Gasavion,12290,74
MTT,Minatitlan,Veracruz,201604,Gasavion,3039,21
MTY,Monterrey,Nuevo Leon,201604,Gasavion,93709,12
MXL,Mexicali,Baja California,201604,Gasavion,60549,82
MZT,Mazatlan,Sinaloa,201604,Gasavion,139022,81
NLD,Nuevo Laredo,Tamaulipas,201604,Gasavion,3420,13
NOG,Nogales,Sonora,201604,Gasavion,19715,34
OAX,Oaxaca,Oaxaca,201604,Gasavion,7042,75
PAZ,Poza Rica,Veracruz,201604,Gasavion,2526,17
PBC,Puebla,Puebla,201604,Gasavion,20688,145
PCA,Pachuca,Hidalgo,201604,Gasavion,4472,37
PPE,Puerto Penasco,Sonora,201604,Gasavion,14503,57
PQM,Palenque,Chiapas,201604,Gasavion,1869,6
PVR,Puerto Vallarta,Jalisco,201604,Gasavion,23952,69
PXM,Puerto Escondido,Oaxaca,201604,Gasavion,7943,83
QRO,Queretaro,Queretaro,201604,Gasavion,41370,424
REX,Reynosa,Tamaulipas,201604,Gasavion,104245,109
SJD,San Jose Del Cabo,Baja California Sur,201604,Gasavion,9753,16
SLP,San Luis Potosi,San Luis Potosi,201604,Gasavion,19768,88
TAM,Tampico,Tamaulipas,201604,Gasavion,25914,156
TAP,Tapachula,Chiapas,201604,Gasavion,178367,203
TCN,Tehuacan,Puebla,201604,Gasavion,5040,45
TGZ,Tuxtla Gutierrez,Chiapas,201604,Gasavion,13788,28
TIJ,Tijuana,Baja California,201604,Gasavion,20915,161
TLC,Toluca,Estado De Mexico,201604,Gasavion,45686,375
TSL,Tamuin,San Luis Potosi,201604,Gasavion,4618,5
TPQ,Tepic,Nayarit,201604,Gasavion,18562,91
TRC,Torreon,Coahuila,201604,Gasavion,21057,71
UPN,Uruapan,Michoacan,201604,Gasavion,14934,70
VER,Veracruz,Veracruz,201604,Gasavion,32600,228
VSA,Villahermosa,Tabasco,201604,Gasavion,71112,63
ZCL,Zacatecas,Zacatecas,201604,Gasavion,3266,21
ZIH,Zihuatanejo,Guerrero,201604,Gasavion,6582,62
ZLO,Manzanillo,Colima,201604,Gasavion,50587,18
ACA,Acapulco,Guerrero,201605,Turbosina,1706428,675
AGU,Aguascalientes,Aguascalientes,201605,Turbosina,2107942,625
BJX,El Bajio,Guanajuato,201605,Turbosina,4826312,1259
CEN,Ciudad Obregon,Sonora,201605,Turbosina,816605,282
CJS,Ciudad Juarez,Chihuahua,201605,Turbosina,2914332,696
CME,Ciudad Del Carmen,Campeche,201605,Turbosina,2023855,550
CLQ,Colima,Colima,201605,Turbosina,452452,190
CPE,Campeche,Campeche,201605,Turbosina,718103,228
CTM,Chetumal,Quintana Roo,201605,Turbosina,561330,128
CUL,Culiacan,Sinaloa,201605,Turbosina,4016703,1004
CUN,Cancun,Quintana Roo,201605,Turbosina,70287212,6537
CUU,Chihuahua,Chihuahua,201605,Turbosina,3589714,1104
CVJ,Cuernavaca,Morelos,201605,Turbosina,187867,149
CVM,Ciudad Victoria,Tamaulipas,201605,Turbosina,214276,255
CZM,Cozumel,Quintana Roo,201605,Turbosina,1352084,389
DGO,Durango,Durango,201605,Turbosina,1131325,469
GDL,Guadalajara,Jalisco,201605,Turbosina,29780889,4958
GYM,Guaymas,Sonora,201605,Turbosina,115257,63
HMO,Hermosillo,Sonora,201605,Turbosina,4293266,1268
HUX,Huatulco,Oaxaca,201605,Turbosina,1105985,258
LAP,La Paz,Baja California Sur,201605,Turbosina,2332017,710
LMM,Los Mochis,Sinaloa,201605,Turbosina,1136800,347
LTO,Loreto,Baja California Sur,201605,Turbosina,146595,70
LZC,Lazaro Cardenas,Michoacan,201605,Turbosina,81745,96
MAM,Matamoros,Tamaulipas,201605,Turbosina,296206,252
MEX,Mexico,Ciudad de Mexico,201605,Turbosina,137046284,19211
MID,Merida,Yucatan,201605,Turbosina,4684697,1052
MLM,Morelia,Michoacan,201605,Turbosina,1918959,511
MTT,Minatitlan,Veracruz,201605,Turbosina,667696,323
MTY,Monterrey,Nuevo Leon,201605,Turbosina,18552692,4917
MXL,Mexicali,Baja California,201605,Turbosina,1728991,316
MZT,Mazatlan,Sinaloa,201605,Turbosina,2150993,679
NLD,Nuevo Laredo,Tamaulipas,201605,Turbosina,221444,93
NOG,Nogales,Sonora,201605,Turbosina,13094,15
OAX,Oaxaca,Oaxaca,201605,Turbosina,1524663,616
PAZ,Poza Rica,Veracruz,201605,Turbosina,102079,138
PBC,Puebla,Puebla,201605,Turbosina,1167992,445
PCA,Pachuca,Hidalgo,201605,Turbosina,45061,62
PPE,Puerto Penasco,Sonora,201605,Turbosina,19388,28
PQM,Palenque,Chiapas,201605,Turbosina,48157,16
PVR,Puerto Vallarta,Jalisco,201605,Turbosina,7536093,1282
PXM,Puerto Escondido,Oaxaca,201605,Turbosina,265396,103
QRO,Queretaro,Queretaro,201605,Turbosina,3059682,1057
REX,Reynosa,Tamaulipas,201605,Turbosina,1214853,398
SJD,San Jose Del Cabo,Baja California Sur,201605,Turbosina,8678603,1689
SLP,San Luis Potosi,San Luis Potosi,201605,Turbosina,1601759,794
TAM,Tampico,Tamaulipas,201605,Turbosina,1156109,568
TAP,Tapachula,Chiapas,201605,Turbosina,635109,183
TCN,Tehuacan,Puebla,201605,Turbosina,16289,33
TGZ,Tuxtla Gutierrez,Chiapas,201605,Turbosina,2801002,639
TIJ,Tijuana,Baja California,201605,Turbosina,13888411,2366
TLC,Toluca,Estado De Mexico,201605,Turbosina,6504586,2674
TSL,Tamuin,San Luis Potosi,201605,Turbosina,6569,13
TPQ,Tepic,Nayarit,201605,Turbosina,498489,232
TRC,Torreon,Coahuila,201605,Turbosina,1641380,610
UPN,Uruapan,Michoacan,201605,Turbosina,508072,96
VER,Veracruz,Veracruz,201605,Turbosina,2178321,1013
VSA,Villahermosa,Tabasco,201605,Turbosina,2992335,785
ZCL,Zacatecas,Zacatecas,201605,Turbosina,904300,249
ZIH,Zihuatanejo,Guerrero,201605,Turbosina,791573,300
ZLO,Manzanillo,Colima,201605,Turbosina,454444,218
ACA,Acapulco,Guerrero,201605,Gasavion,29435,503
AGU,Aguascalientes,Aguascalientes,201605,Gasavion,13645,63
BJX,El Bajio,Guanajuato,201605,Gasavion,13857,58
CEN,Ciudad Obregon,Sonora,201605,Gasavion,72964,158
CJS,Ciudad Juarez,Chihuahua,201605,Gasavion,5433,30
CME,Ciudad Del Carmen,Campeche,201605,Gasavion,4023,33
CLQ,Colima,Colima,201605,Gasavion,74739,61
CPE,Campeche,Campeche,201605,Gasavion,13800,51
CTM,Chetumal,Quintana Roo,201605,Gasavion,14218,76
CUL,Culiacan,Sinaloa,201605,Gasavion,203752,644
CUN,Cancun,Quintana Roo,201605,Gasavion,23369,117
CUU,Chihuahua,Chihuahua,201605,Gasavion,155437,406
CVJ,Cuernavaca,Morelos,201605,Gasavion,43104,564
CVM,Ciudad Victoria,Tamaulipas,201605,Gasavion,17092,83
CZM,Cozumel,Quintana Roo,201605,Gasavion,13186,86
DGO,Durango,Durango,201605,Gasavion,50289,323
GDL,Guadalajara,Jalisco,201605,Gasavion,110431,683
GYM,Guaymas,Sonora,201605,Gasavion,24677,115
HMO,Hermosillo,Sonora,201605,Gasavion,97227,473
HUX,Huatulco,Oaxaca,201605,Gasavion,1063,5
LAP,La Paz,Baja California Sur,201605,Gasavion,32751,66
LMM,Los Mochis,Sinaloa,201605,Gasavion,105943,209
LTO,Loreto,Baja California Sur,201605,Gasavion,15596,63
LZC,Lazaro Cardenas,Michoacan,201605,Gasavion,0,0
MAM,Matamoros,Tamaulipas,201605,Gasavion,993,9
MEX,Mexico,Ciudad de Mexico,201605,Gasavion,40000,4
MID,Merida,Yucatan,201605,Gasavion,21910,184
MLM,Morelia,Michoacan,201605,Gasavion,10173,65
MTT,Minatitlan,Veracruz,201605,Gasavion,2769,23
MTY,Monterrey,Nuevo Leon,201605,Gasavion,82251,9
MXL,Mexicali,Baja California,201605,Gasavion,47913,80
MZT,Mazatlan,Sinaloa,201605,Gasavion,230280,107
NLD,Nuevo Laredo,Tamaulipas,201605,Gasavion,4679,26
NOG,Nogales,Sonora,201605,Gasavion,17329,29
OAX,Oaxaca,Oaxaca,201605,Gasavion,8993,86
PAZ,Poza Rica,Veracruz,201605,Gasavion,3717,22
PBC,Puebla,Puebla,201605,Gasavion,25921,221
PCA,Pachuca,Hidalgo,201605,Gasavion,11767,75
PPE,Puerto Penasco,Sonora,201605,Gasavion,18748,64
PQM,Palenque,Chiapas,201605,Gasavion,2000,6
PVR,Puerto Vallarta,Jalisco,201605,Gasavion,23005,95
PXM,Puerto Escondido,Oaxaca,201605,Gasavion,8526,69
QRO,Queretaro,Queretaro,201605,Gasavion,53246,490
REX,Reynosa,Tamaulipas,201605,Gasavion,40036,71
SJD,San Jose Del Cabo,Baja California Sur,201605,Gasavion,6948,19
SLP,San Luis Potosi,San Luis Potosi,201605,Gasavion,20196,92
TAM,Tampico,Tamaulipas,201605,Gasavion,34476,184
TAP,Tapachula,Chiapas,201605,Gasavion,139229,162
TCN,Tehuacan,Puebla,201605,Gasavion,2811,32
TGZ,Tuxtla Gutierrez,Chiapas,201605,Gasavion,11164,36
TIJ,Tijuana,Baja California,201605,Gasavion,45667,129
TLC,Toluca,Estado De Mexico,201605,Gasavion,44985,323
TSL,Tamuin,San Luis Potosi,201605,Gasavion,3817,2
TPQ,Tepic,Nayarit,201605,Gasavion,15241,70
TRC,Torreon,Coahuila,201605,Gasavion,37427,97
UPN,Uruapan,Michoacan,201605,Gasavion,12530,70
VER,Veracruz,Veracruz,201605,Gasavion,32042,180
VSA,Villahermosa,Tabasco,201605,Gasavion,62237,68
ZCL,Zacatecas,Zacatecas,201605,Gasavion,6202,35
ZIH,Zihuatanejo,Guerrero,201605,Gasavion,6830,58
ZLO,Manzanillo,Colima,201605,Gasavion,63052,30
ACA,Acapulco,Guerrero,201606,Turbosina,1469547,619
AGU,Aguascalientes,Aguascalientes,201606,Turbosina,1879075,564
BJX,El Bajio,Guanajuato,201606,Turbosina,4421489,1201
CEN,Ciudad Obregon,Sonora,201606,Turbosina,733762,254
CJS,Ciudad Juarez,Chihuahua,201606,Turbosina,2769814,637
CME,Ciudad Del Carmen,Campeche,201606,Turbosina,1878932,530
CLQ,Colima,Colima,201606,Turbosina,388130,180
CPE,Campeche,Campeche,201606,Turbosina,527482,179
CTM,Chetumal,Quintana Roo,201606,Turbosina,576992,145
CUL,Culiacan,Sinaloa,201606,Turbosina,3629395,883
CUN,Cancun,Quintana Roo,201606,Turbosina,65497478,6636
CUU,Chihuahua,Chihuahua,201606,Turbosina,3459677,985
CVJ,Cuernavaca,Morelos,201606,Turbosina,163076,126
CVM,Ciudad Victoria,Tamaulipas,201606,Turbosina,285724,219
CZM,Cozumel,Quintana Roo,201606,Turbosina,1390299,373
DGO,Durango,Durango,201606,Turbosina,1126571,436
GDL,Guadalajara,Jalisco,201606,Turbosina,29730085,4968
GYM,Guaymas,Sonora,201606,Turbosina,90357,60
HMO,Hermosillo,Sonora,201606,Turbosina,3892131,1112
HUX,Huatulco,Oaxaca,201606,Turbosina,1001704,261
LAP,La Paz,Baja California Sur,201606,Turbosina,2211838,635
LMM,Los Mochis,Sinaloa,201606,Turbosina,1061315,315
LTO,Loreto,Baja California Sur,201606,Turbosina,76517,63
LZC,Lazaro Cardenas,Michoacan,201606,Turbosina,56685,67
MAM,Matamoros,Tamaulipas,201606,Turbosina,295682,248
MEX,Mexico,Ciudad de Mexico,201606,Turbosina,137128696,18562
MID,Merida,Yucatan,201606,Turbosina,4487586,1040
MLM,Morelia,Michoacan,201606,Turbosina,1690832,436
MTT,Minatitlan,Veracruz,201606,Turbosina,671684,255
